question_id,table_id,row_id,score
0,0,0,0.05319148936170213
1,0,0,0.10638297872340426
2,0,0,0.031914893617021274
3,0,0,0.05319148936170213
4,0,0,0.10638297872340426
5,1,0,0.14285714285714285
6,1,0,0.14285714285714285
7,1,0,0.14285714285714285
8,2,0,0.1
8,2,1,0.0
8,2,2,0.0
8,2,3,0.0
8,2,4,0.0
8,2,5,0.0
8,2,6,0.4
8,2,7,0.2222222222222222
8,2,8,0.125
8,2,9,0.1111111111111111
8,2,10,0.2222222222222222
8,2,11,0.16666666666666666
8,2,12,0.14285714285714285
8,2,13,0.0
8,2,14,0.0
8,2,15,0.23529411764705882
8,2,16,0.23076923076923078
8,2,17,0.25
8,2,18,0.23076923076923078
9,2,0,0.0
9,2,1,0.0
9,2,2,0.0
9,2,3,0.0
9,2,4,0.0
9,2,5,0.0
9,2,6,0.0
9,2,7,0.0
9,2,8,0.0
9,2,9,0.0
9,2,10,0.0
9,2,11,0.3333333333333333
9,2,12,0.7142857142857143
9,2,13,0.0
9,2,14,0.0
9,2,15,0.058823529411764705
9,2,16,0.0
9,2,17,0.08333333333333333
9,2,18,0.0
10,2,0,0.2
10,2,1,0.25
10,2,2,0.0
10,2,3,0.0
10,2,4,0.0
10,2,5,0.0
10,2,6,0.0
10,2,7,0.1111111111111111
10,2,8,0.125
10,2,9,0.1111111111111111
10,2,10,0.1111111111111111
10,2,11,0.08333333333333333
10,2,12,0.0
10,2,13,0.0
10,2,14,0.0
10,2,15,0.17647058823529413
10,2,16,0.15384615384615385
10,2,17,0.08333333333333333
10,2,18,0.15384615384615385
11,2,0,0.1
11,2,1,0.0
11,2,2,0.0
11,2,3,0.0
11,2,4,0.0
11,2,5,0.0
11,2,6,0.0
11,2,7,0.0
11,2,8,0.5
11,2,9,0.4444444444444444
11,2,10,0.4444444444444444
11,2,11,0.08333333333333333
11,2,12,0.0
11,2,13,0.0
11,2,14,0.0
11,2,15,0.11764705882352941
11,2,16,0.23076923076923078
11,2,17,0.08333333333333333
11,2,18,0.15384615384615385
12,3,0,0.0
12,3,1,0.25
12,3,2,0.0
12,3,3,0.0
12,3,4,0.0
12,3,5,0.0
12,3,6,0.0
12,3,7,0.0
12,3,8,0.0
12,3,9,0.0
12,3,10,0.0
12,3,11,0.0
12,3,12,0.0
12,3,13,0.0
12,3,14,0.0
12,3,15,0.0
12,3,16,0.2
12,3,17,0.0
12,3,18,0.0
12,3,19,0.0
12,3,20,0.0
12,3,21,0.0
12,3,22,0.16666666666666666
12,3,23,0.14285714285714285
12,3,24,0.16666666666666666
12,3,25,0.14285714285714285
12,3,26,0.14285714285714285
12,3,27,0.125
12,3,28,0.16666666666666666
12,3,29,0.14285714285714285
12,3,30,0.125
12,3,31,0.16666666666666666
12,3,32,0.14285714285714285
12,3,33,0.14285714285714285
12,3,34,0.16666666666666666
12,3,35,0.14285714285714285
12,3,36,0.14285714285714285
12,3,37,0.2857142857142857
12,3,38,0.42857142857142855
12,3,39,0.3333333333333333
12,3,40,0.14285714285714285
12,3,41,0.14285714285714285
12,3,42,0.15384615384615385
12,3,43,0.125
12,3,44,0.14285714285714285
12,3,45,0.0
12,3,46,0.0
12,3,47,0.0
12,3,48,0.0
12,3,49,0.0
13,3,0,0.0
13,3,1,0.0
13,3,2,0.0
13,3,3,0.0
13,3,4,0.0
13,3,5,0.0
13,3,6,0.0
13,3,7,0.0
13,3,8,0.0
13,3,9,0.0
13,3,10,0.0
13,3,11,0.0
13,3,12,0.0
13,3,13,0.0
13,3,14,0.0
13,3,15,0.0
13,3,16,0.0
13,3,17,0.0
13,3,18,0.0
13,3,19,0.0
13,3,20,0.0
13,3,21,0.0
13,3,22,0.0
13,3,23,0.0
13,3,24,0.0
13,3,25,0.0
13,3,26,0.0
13,3,27,0.0
13,3,28,0.0
13,3,29,0.0
13,3,30,0.0
13,3,31,0.16666666666666666
13,3,32,0.14285714285714285
13,3,33,0.14285714285714285
13,3,34,0.16666666666666666
13,3,35,0.14285714285714285
13,3,36,0.0
13,3,37,0.0
13,3,38,0.0
13,3,39,0.0
13,3,40,0.0
13,3,41,0.0
13,3,42,0.07692307692307693
13,3,43,0.0
13,3,44,0.0
13,3,45,0.0
13,3,46,0.0
13,3,47,0.0
13,3,48,0.0
13,3,49,0.0
14,4,0,0.16666666666666666
15,4,0,0.16666666666666666
16,4,0,0.16666666666666666
17,4,0,0.12962962962962962
18,4,0,0.1111111111111111
19,5,0,0.09090909090909091
19,5,1,0.1
19,5,2,0.09090909090909091
19,5,3,0.09090909090909091
19,5,4,0.09090909090909091
19,5,5,0.1
19,5,6,0.1
19,5,7,0.1
19,5,8,0.1
19,5,9,0.2
19,5,10,0.2222222222222222
19,5,11,0.2
19,5,12,0.2222222222222222
19,5,13,0.2
19,5,14,0.2
19,5,15,0.2
19,5,16,0.2222222222222222
19,5,17,0.2
19,5,18,0.2
19,5,19,0.2
19,5,20,0.2222222222222222
19,5,21,0.1
19,5,22,0.1111111111111111
19,5,23,0.1111111111111111
19,5,24,0.1111111111111111
19,5,25,0.09090909090909091
19,5,26,0.1111111111111111
19,5,27,0.125
19,5,28,0.1111111111111111
19,5,29,0.3333333333333333
19,5,30,0.3333333333333333
19,5,31,0.4444444444444444
19,5,32,0.4444444444444444
19,5,33,0.4444444444444444
19,5,34,0.4
19,5,35,0.1111111111111111
19,5,36,0.1111111111111111
19,5,37,0.1111111111111111
19,5,38,0.1111111111111111
19,5,39,0.125
20,5,0,0.18181818181818182
20,5,1,0.2
20,5,2,0.0
20,5,3,0.0
20,5,4,0.0
20,5,5,0.2
20,5,6,0.2
20,5,7,0.2
20,5,8,0.0
20,5,9,0.2
20,5,10,0.0
20,5,11,0.2
20,5,12,0.0
20,5,13,0.0
20,5,14,0.0
20,5,15,0.0
20,5,16,0.0
20,5,17,0.0
20,5,18,0.2
20,5,19,0.0
20,5,20,0.0
20,5,21,0.2
20,5,22,0.1111111111111111
20,5,23,0.0
20,5,24,0.0
20,5,25,0.0
20,5,26,0.2222222222222222
20,5,27,0.25
20,5,28,0.0
20,5,29,0.0
20,5,30,0.3333333333333333
20,5,31,0.2222222222222222
20,5,32,0.0
20,5,33,0.0
20,5,34,0.0
20,5,35,0.2222222222222222
20,5,36,0.2222222222222222
20,5,37,0.2222222222222222
20,5,38,0.2222222222222222
20,5,39,0.0
21,5,0,0.09090909090909091
21,5,1,0.1
21,5,2,0.09090909090909091
21,5,3,0.09090909090909091
21,5,4,0.18181818181818182
21,5,5,0.1
21,5,6,0.1
21,5,7,0.2
21,5,8,0.2
21,5,9,0.1
21,5,10,0.1111111111111111
21,5,11,0.1
21,5,12,0.1111111111111111
21,5,13,0.1
21,5,14,0.1
21,5,15,0.1
21,5,16,0.3333333333333333
21,5,17,0.1
21,5,18,0.1
21,5,19,0.1
21,5,20,0.2222222222222222
21,5,21,0.1
21,5,22,0.1111111111111111
21,5,23,0.1111111111111111
21,5,24,0.1111111111111111
21,5,25,0.09090909090909091
21,5,26,0.1111111111111111
21,5,27,0.125
21,5,28,0.1111111111111111
21,5,29,0.2222222222222222
21,5,30,0.1111111111111111
21,5,31,0.1111111111111111
21,5,32,0.1111111111111111
21,5,33,0.1111111111111111
21,5,34,0.1
21,5,35,0.1111111111111111
21,5,36,0.1111111111111111
21,5,37,0.1111111111111111
21,5,38,0.1111111111111111
21,5,39,0.125
22,5,0,0.0
22,5,1,0.0
22,5,2,0.0
22,5,3,0.0
22,5,4,0.0
22,5,5,0.0
22,5,6,0.0
22,5,7,0.0
22,5,8,0.0
22,5,9,0.0
22,5,10,0.0
22,5,11,0.0
22,5,12,0.0
22,5,13,0.0
22,5,14,0.0
22,5,15,0.0
22,5,16,0.0
22,5,17,0.0
22,5,18,0.0
22,5,19,0.0
22,5,20,0.0
22,5,21,0.0
22,5,22,0.0
22,5,23,0.0
22,5,24,0.0
22,5,25,0.36363636363636365
22,5,26,0.0
22,5,27,0.0
22,5,28,0.0
22,5,29,0.0
22,5,30,0.0
22,5,31,0.0
22,5,32,0.0
22,5,33,0.0
22,5,34,0.0
22,5,35,0.0
22,5,36,0.0
22,5,37,0.0
22,5,38,0.0
